Location.Country,Location.Region,Location.Altitude.Min,Location.Altitude.Max,Location.Altitude.Average,Year,Data.Owner,Data.Type.Species,Data.Type.Variety,Data.Type.Processing method,Data.Production.Number of bags,Data.Production.Bag weight,Data.Scores.Aroma,Data.Scores.Flavor,Data.Scores.Aftertaste,Data.Scores.Acidity,Data.Scores.Body,Data.Scores.Balance,Data.Scores.Uniformity,Data.Scores.Sweetness,Data.Scores.Moisture,Data.Scores.Total,Data.Color
Honduras,marcala,1400,1400,1400,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1.0,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,0.12,81.25,Green
Costa Rica,tres rios,1200,1400,1300,2015,"cafetalera internacional cafinter, s.a.",Arabica,Caturra,Washed / Wet,275,18975.0,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,0.11,81.17,Bluish-Green
Honduras,central region,1450,1450,1450,2015,,Arabica,Catuai,Natural / Dry,275,1.0,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,0.13,81.17,Green
Guatemala,oriente,1219,1219,1219,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69.0,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,0.11,81.0,Green
Myanmar,ywar ngan,3825,3825,3825,2015,u soe,Arabica,Catuai,Washed / Wet,1,2.0,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,0.0,80.75,Green
Guatemala,huehuetenango,1658,1755,1706,2015,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,0.12,80.75,Green
Honduras,"siguatepeque, comayagua",1450,1450,1450,2015,bismarck castro,Arabica,Caturra,Natural / Dry,275,1.0,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,0.11,80.75,Green
Honduras,marcala,1350,1350,1350,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1.0,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,0.09,80.75,Green
Honduras,central region,1450,1450,1450,2015,,Arabica,Catuai,Natural / Dry,275,1.0,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,0.13,80.75,Green
Costa Rica,tarrazu,185,185,185,2015,"ceca, s.a.",Arabica,Caturra,Washed / Wet,240,1.0,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,0.11,80.67,Blue-Green
Nicaragua,jinotega,1100,1275,1187,2015,"exportadora atlantic, s.a.",Arabica,Caturra,Washed / Wet,275,2.0,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,0.11,80.17,Unknown
Honduras,marcala,1400,1400,1400,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1.0,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,0.11,80.17,Green
Nicaragua,jinotega,1050,1050,1050,2015,cooperativa el gorrion r.l,Arabica,Caturra,Natural / Dry,275,69.0,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,0.12,79.5,Green
Guatemala,nuevo oriente,1300,1800,1550,2015,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,275,69.0,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,0.11,79.17,Green
Honduras,comayagua,1400,1400,1400,2016,bismarck castro,Arabica,Caturra,,275,69.0,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,0.1,86.67,Green
Guatemala,nuevo oriente,0,0,0,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,80,69.0,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,0.1,85.92,Green
Guatemala,oriente,0,0,0,2016,juan luis alvarado romero,Arabica,Bourbon,,250,69.0,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,0.1,85.25,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,135,70.0,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,0.0,85.0,Green
Costa Rica,tarrazu,1900,1900,1900,2016,troy quimby,Arabica,Catuai,Washed / Wet,36,46.0,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,0.12,85.0,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,243,70.0,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,0.0,84.92,Unknown
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,125,70.0,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,0.0,84.58,Green
Honduras,comayagua,1500,1500,1500,2016,bismarck castro,Arabica,Caturra,,275,66.0,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,0.1,84.33,Green
Honduras,central region,1500,1500,1500,2016,bismarck castro,Arabica,Catuai,Washed / Wet,275,69.0,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,0.11,84.33,Green
Guatemala,antigua,1500,1500,1500,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,230,69.0,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,0.11,84.25,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,250,70.0,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,0.0,84.17,Green
Costa Rica,tarrazu,1700,1700,1700,2016,wayner jimenez,Arabica,Caturra,Washed / Wet,150,69.0,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,0.09,84.17,Bluish-Green
Guatemala,huehuetenango,1116,1116,1116,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,0.11,84.17,Green
Guatemala,solola,1565,1565,1565,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,377,69.0,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,0.1,84.17,Green
Guatemala,norte,3280,3280,3280,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,130,69.0,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,0.1,84.17,Green
Guatemala,oriente,0,0,0,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,0.1,84.08,Green
Brazil,south of minas,934,934,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,0.11,83.92,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,,275,70.0,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,0.0,83.83,Green
Guatemala,antigua,1500,1500,1500,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,100,69.0,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,0.11,83.83,Green
Honduras,comayagua,1400,1400,1400,2016,bismarck castro,Arabica,Caturra,Washed / Wet,285,69.0,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,0.1,83.67,Green
Nicaragua,jinotega,1250,1250,1250,2016,"comercial internacional exportadora, s.a.",Arabica,Caturra,Washed / Wet,275,69.0,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,0.1,83.67,Green
Brazil,south of minas,934,934,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,0.11,83.67,Green
Guatemala,huehuetenango,1128,1128,1128,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,0.11,83.58,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70.0,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,0.11,83.58,Green
Colombia,cundinamarca,1799,1799,1799,2016,carcafe ltda ci,Arabica,Caturra,Washed / Wet,50,70.0,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,0.0,83.5,Bluish-Green
Colombia,pitalito,1000,1000,1000,2016,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70.0,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,0.0,83.5,Green
Guatemala,oriente,1219,1219,1219,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69.0,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,0.1,83.5,Bluish-Green
Colombia,huila,442,442,442,2016,carcafe ltda ci,Arabica,Caturra,Washed / Wet,600,29.0,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,0.11,83.42,Green
Costa Rica,tarrazu,1850,1850,1850,2016,"ceca, s.a.",Arabica,Caturra,Washed / Wet,275,69.0,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,0.09,83.42,Blue-Green
Colombia,huila,1650,1650,1650,2016,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,275,70.0,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,0.0,83.33,Unknown
Colombia,guayata,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,130,70.0,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,0.0,83.33,Blue-Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70.0,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.0,83.33,Green
Costa Rica,tarrazu,1900,1900,1900,2016,troy quimby,Arabica,Catuai,Pulped natural / honey,29,46.0,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,0.11,83.25,Green
"Tanzania, United Republic Of",moshi,168,168,168,2016,taylor winch (t) ltd,Arabica,Bourbon,Washed / Wet,320,60.0,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,0.12,83.17,Green
Guatemala,antigua,1500,1500,1500,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,250,1500.0,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,0.11,83.17,Green
Honduras,marcala,1450,1450,1450,2016,cadexsa,Arabica,Catuai,Washed / Wet,275,69.0,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,0.11,83.17,Blue-Green
Colombia,cundinamarca,1799,1799,1799,2016,carcafe ltda ci,Arabica,Caturra,Washed / Wet,275,70.0,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,0.0,83.08,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70.0,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,0.0,83.08,Green
Brazil,south of minas,894,894,894,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,0.11,83.0,Green
Brazil,south of minas,872,872,872,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,0.11,83.0,Bluish-Green
Costa Rica,tarrazu,1850,1850,1850,2016,"ceca, s.a.",Arabica,Caturra,Washed / Wet,250,69.0,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,0.09,82.75,Bluish-Green
Brazil,south of minas,934,934,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,0.11,82.67,Bluish-Green
Guatemala,oriente,1219,1219,1219,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,0.1,82.5,Green
Guatemala,san marcos,1700,1700,1700,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,0.12,82.42,Green
Colombia,guayata,1600,1600,1600,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,43,70.0,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,0.11,82.42,Green
Brazil,cerrado,982,982,982,2016,pedro santos e silva,Arabica,Catuai,Natural / Dry,320,2.0,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,0.11,82.33,Green
Brazil,south of minas,934,934,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,0.11,82.33,Bluish-Green
Brazil,south of minas,934,934,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,0.11,82.17,Green
Brazil,south of minas,894,894,894,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60.0,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,0.11,82.08,Green
Brazil,south of minas,944,944,944,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,230,60.0,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,0.11,82.0,Green
Costa Rica,tarrazu,1900,1900,1900,2016,troy quimby,Arabica,Catuai,Pulped natural / honey,15,46.0,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,0.0,81.83,Green
Honduras,marcala,1450,1450,1450,2016,cadexsa,Arabica,Catuai,Washed / Wet,275,69.0,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,0.11,81.67,Blue-Green
Guatemala,san marcos,1371,1371,1371,2016,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,450,69.0,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,0.1,81.42,Green
Colombia,huila,0,0,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,230,70.0,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,0.0,81.33,Unknown
Guatemala,norte,3280,3280,3280,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,120,69.0,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,0.09,81.0,Green
Colombia,guayata,1600,1600,1600,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,43,70.0,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,0.0,81.0,Green
Honduras,comayagua,1400,1400,1400,2016,bismarck castro,Arabica,Caturra,Natural / Dry,275,69.0,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,0.1,80.25,Green
Mexico,sierra madre occidental,1600,1600,1600,2016,cafe de don balbino s.c. de r.l. de c.v.,Arabica,Caturra,Washed / Wet,60,69.0,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,0.1,80.25,Green
Guatemala,oriente,190164,190164,190164,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,0.1,79.75,Green
Guatemala,oriente,1219,1219,1219,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,0.1,79.67,Green
Guatemala,occidente,1320,1320,1320,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69.0,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,0.11,79.17,Green
Nicaragua,jalapa,1100,1100,1100,2016,"exportadora atlantic, s.a.",Arabica,Caturra,Other,1,1.0,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,0.1,78.83,Green
Nicaragua,jalapa,1100,1100,1100,2016,"exportadora atlantic, s.a.",Arabica,Caturra,Other,550,69.0,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,0.13,63.08,Green
Ethiopia,addis ababa,0,0,0,2017,seid damtew coffee planataion,Arabica,Caturra,Natural / Dry,320,19200.0,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,0.09,85.75,
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,0.13,84.17,Green
Honduras,comayagua,1500,1500,1500,2017,bismarck castro,Arabica,Caturra,Washed / Wet,275,66.0,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,0.1,84.0,Green
Colombia,huila,442,442,442,2017,carcafe ltda ci,Arabica,Caturra,Washed / Wet,275,70.0,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,0.11,83.75,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,0.1,83.42,Green
Mexico,sierra madre occidental,1600,1600,1600,2017,cafe de don balbino s.c. de r.l. de c.v.,Arabica,Typica,Washed / Wet,50,50.0,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,0.11,83.25,Blue-Green
Guatemala,oriente,1901,1901,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,275,69.0,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,0.1,83.17,Green
Colombia,guayata,1500,1500,1500,2017,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,129,70.0,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,0.11,82.92,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,0.11,82.83,Green
Guatemala,santa rosa,1800,1800,1800,2017,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,0.11,82.75,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,0.11,82.75,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1,82.75,Green
Guatemala,oriente,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,0.1,82.75,Green
Guatemala,el progreso,157,157,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,0.12,82.75,Green
Honduras,comayagua,1400,1400,1400,2017,bismarck castro,Arabica,Caturra,Natural / Dry,275,69.0,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,0.09,82.75,Green
Guatemala,oriente,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,0.1,82.58,Green
Honduras,comayagua,1400,1400,1400,2017,elsy reyes,Arabica,Caturra,Washed / Wet,275,69.0,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.1,82.5,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,0.1,82.42,Green
Guatemala,el progreso,157,157,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,20,69.0,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,0.12,82.42,Green
Honduras,comayagua,1396,1396,1396,2017,bismarck castro,Arabica,Caturra,Washed / Wet,275,69.0,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.1,82.33,Green
Indonesia,aceh gayo,1300,1300,1300,2017,sanjava coffee,Arabica,Bourbon,Washed / Wet,2,1.0,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.15,82.08,Unknown
Guatemala,oriente,1901,1901,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,0.1,81.92,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,0.11,81.92,Green
Honduras,comayagua,1400,1400,1400,2017,bismarck castro,Arabica,Caturra,Washed / Wet,274,67.0,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,0.12,81.92,Green
Guatemala,oriente,157,157,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,0.1,81.83,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,0.11,81.75,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,0.1,81.67,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,80,69.0,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,0.12,81.67,Green
Guatemala,huehuetenango,190164,190164,190164,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,0.12,81.58,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,0.1,81.5,Green
Nicaragua,jalapa,1100,1100,1100,2017,"exportadora atlantic, s.a.",Arabica,Caturra,Other,550,69.0,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,0.11,81.5,Green
Honduras,comayagua,1400,1400,1400,2017,elsy reyes,Arabica,Caturra,Washed / Wet,275,69.0,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,0.1,81.5,Green
Guatemala,santa rosa,0,0,0,2017,juan luis alvarado romero,Arabica,Bourbon,,50,69.0,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,0.12,81.5,Green
Guatemala,oriente,1901,1901,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,0.1,80.92,Green
Mexico,veracruz,1100,1100,1100,2017,grupo santab s.a de c.v.,Arabica,Bourbon,Washed / Wet,240,69.0,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,0.11,80.92,Green
Guatemala,santa rosa,1500,1500,1500,2017,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,0.1,80.5,Green
Honduras,ocotepeque,1650,1650,1650,2017,janny marlith torres,Arabica,Catuai,Washed / Wet,15,69.0,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,0.11,80.5,Green
Nicaragua,jinotega,1250,1250,1250,2017,"comercial internacional exportadora, s.a.",Arabica,Caturra,Washed / Wet,275,69.0,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,0.1,80.0,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,0.1,79.83,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,0.1,79.17,Green
Honduras,ocotepeque,1650,1650,1650,2017,janny marlith torres,Arabica,Catuai,Washed / Wet,15,69.0,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,0.11,79.17,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,0.1,79.08,Green
Honduras,comayagua,1400,1400,1400,2017,bismarck castro,Arabica,Caturra,,275,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,Green
